Input 1		Input 2	
X(None)	Y(None)	X(None)	Y(None)
88	3.32511823318226e-70	88	0.252685546875
132	0.22076528405259	132	0.252685546875
176	0.252685546875	176	0.486735299311101
220	0.252685546875	220	0.5029296875
264	0.252685546983366	264	0.503022158806562
308	0.29771322241099	308	0.737186088094448
352	0.482542165430378	352	0.796352268176994
396	0.502929650850912	396	0.977590971241535
440	0.502929687504539	440	0.99926994355306
484	0.50293358533404	484	0.999952896451187
528	0.506539057612868	528	0.999980150132954
572	0.579886936219359	572	0.999776549467296
616	0.712768661453481	616	0.747314453125
660	0.766466478173972	660	0.931719574164477
704	0.820539644409748	704	0.997197865827707
748	0.897406749386901	748	0.993634454043162
792	0.953337214788985	792	0.984806405873182
836	0.981163555435399	836	0.948483430535723
880	0.992309055012232	880	0.883099988342638
924	0.996623659087479	924	0.820240993147559
968	0.998312634014611	968	0.786069586684359
1012	0.999013527185008	1012	0.761854480529348
1056	0.99922105213626	1056	0.72276499392409
1100	0.999069891618758	1100	0.669657658059441
1144	0.997562299201094	1144	0.516916068813981
1188	0.99512476399773	1188	0.356190625186317
1232	0.747314453125666	1232	0.267064045170708
1276	0.931611351450955	1276	0.17690900233233
1320	0.931505684313017	1320	0.161090680336592
44	0	44	7.25204238354646e-169
88	3.86036121275437e-47	88	0.252685546875
132	0.252685430699163	132	0.252690068302104
176	0.252685546875	176	0.502929687339136
220	0.252685546875	220	0.502929687500398
264	0.253007274104219	264	0.572673347698317
308	0.41727354093902	308	0.762068127205636
352	0.50292843673201	352	0.953502783435633
396	0.502929687500001	396	0.999328444805714
440	0.502929824878858	440	0.999986040486779
484	0.505299603400756	484	0.999995442493284
528	0.59357322868573	528	0.999841990320051
572	0.732172502032443	572	0.747314453125
616	0.774092012202501	616	0.931662494409179
660	0.844459391647077	660	0.992863339757375
704	0.931020742306798	704	0.993091822034141
748	0.975810099023653	748	0.972895173118542
792	0.992698418106503	792	0.910240217157924
836	0.997475638625368	836	0.828193816220199
880	0.999016615560584	880	0.783629432917074
924	0.999430004094681	924	0.762897799821448
968	0.999554457001626	968	0.723509372516255
1012	0.999550696822515	1012	0.658787280420752
1056	0.998712974753452	1056	0.479416692076242
1100	0.995535352840914	1100	0.32354963579912
1144	0.747314453125	1144	0.220178409129103
1188	0.931643288375309	1188	0.13851566813239
1232	0.931304511206611	1232	0.190855527059493
1276	0.999345864173224	1276	0.322648621050111
1320	0.994545558836696	1320	0.468265547494577
66	1.78444115947128e-140	66	8.90741024671137e-140
132	2.85410727118458e-69	132	7.03460373760248e-65
198	5.52104635828641e-44	198	1.77105408994557e-39
264	1.23042910918006e-31	264	1.20718279142953e-25
330	4.66688719474348e-24	330	2.47383227994967e-17
396	1.23563458426432e-17	396	6.40058541736475e-11
462	9.54643417201496e-14	462	3.81561311554306e-7
528	3.50379464671698e-11	528	8.6141513581977e-5
594	4.91680595355314e-9	594	0.00351093572301354
660	1.83950366684618e-7	660	0.032547892816138
726	3.45790836616934e-6	726	0.102577989659329
792	3.16064205624856e-5	792	0.178203166347125
858	0.00019783286446657	858	0.223119901071032
924	0.00092559366694676	924	0.242637356519764
990	0.00279594658809749	990	0.248945615881231
1056	0.00678323254484197	1056	0.251363733192497
1122	0.0144837053230341	1122	0.252919671817454
1188	0.0281466739144508	1188	0.254176024519229
1254	0.0454396557629449	1254	0.256310363587911
1320	0.0664504678227345	1320	0.260221452280588
1386	0.0883905120109661	1386	0.26583318703644
1452	0.111787285098969	1452	0.274334345465673
1518	0.133754436565685	1518	0.286051844364119
1584	0.154104022896902	1584	0.299853666938395
1650	0.1711038313793	1650	0.316757958775243
1716	0.185332014704194	1716	0.336120988936681
1782	0.1987236755007	1782	0.356999902241648
1848	0.209905205275144	1848	0.378555143161825
1914	0.219823163293878	1914	0.400692427886301
1980	0.226640044781707	1980	0.421784661627416
66	5.40967850879354e-256	66	1.92292912027419e-237
132	9.15595031021602e-108	132	4.57251329818718e-86
198	4.58980057736757e-60	198	7.29431019074914e-36
264	2.09779369364136e-35	264	3.93383905570202e-12
330	2.80665573985946e-22	330	0.00336767331766028
396	2.54569712823197e-13	396	0.223276279206678
462	3.3311732007752e-8	462	0.252632091349836
528	2.85214456528725e-5	528	0.252685500406295
594	0.00244700222462495	594	0.25268580877188
660	0.0284070234499307	660	0.252718320646961
726	0.106081131350783	726	0.253919449558632
792	0.185628552465503	792	0.264453103929509
858	0.228256732718189	858	0.298942718060175
924	0.245361584042297	924	0.358718225050112
990	0.25097744553433	990	0.424116733458373
1056	0.252227495293122	1056	0.471571572501195
1122	0.252581951121257	1122	0.49388665549659
1188	0.252715040082916	1188	0.502822744526424
1254	0.252932503844698	1254	0.508081249872121
1320	0.253680167709458	1320	0.515478824642196
1386	0.255383943474955	1386	0.528473631894124
1452	0.259383084067295	1452	0.547799434989153
1518	0.267046707722151	1518	0.574155041869568
1584	0.278591922092055	1584	0.605379027101195
1650	0.295093122873739	1650	0.639652481856392
1716	0.315619480605805	1716	0.675069979198395
1782	0.340139042063607	1782	0.707970000385871
1848	0.366584300817849	1848	0.740528724636703
1914	0.394279830215523	1914	0.769834952500174
1980	0.418796973844136	1980	0.796437391582276
66	0	66	3.17607674543229e-286
132	8.58043146576362e-120	132	6.55662430526516e-72
198	1.39321094289719e-55	198	2.35744789e-11
264	2.39940068444755e-26	264	0.243397689548272
330	1.20277253036554e-11	330	0.252685546866375
396	9.52012030811835e-5	396	0.25268554687567
462	0.0439566768017243	462	0.252686916462488
528	0.209285104289035	528	0.255278316520702
594	0.250733918321563	594	0.315419035356204
660	0.252637325271965	660	0.435931097162806
726	0.252684362992006	726	0.4964566903547
792	0.252685577683932	792	0.502884649802111
858	0.252690007710344	858	0.503787357439664
924	0.252817139761997	924	0.509387315785885
990	0.254254113512512	990	0.529827028659945
1056	0.26209342652256	1056	0.573763969866592
1122	0.284821194137581	1122	0.634551683225513
1188	0.325973619270559	1188	0.698371410392968
1254	0.376733025293303	1254	0.754134576496105
1320	0.427507818735707	1320	0.803420763256018
1386	0.465382670539584	1386	0.845227598149675
1452	0.486696011969544	1452	0.878507799550056
1518	0.497290576189302	1518	0.905580172756798
1584	0.502601176785384	1584	0.926291647331213
1650	0.505697631280708	1650	0.94230586117401
1716	0.510055349396936	1716	0.954421055223688
1782	0.516466678411495	1782	0.963743598094735
1848	0.52569748215852	1848	0.971325107218189
1914	0.539514973991561	1914	0.977286888165102
1980	0.557617589016536	1980	0.982312492659687
66	0	66	4.0092093658364e-298
132	1.11624627517731e-115	132	9.56026662296717e-39
198	1.19829229863435e-41	198	0.250993615443058
264	6.00113667878909e-13	264	0.252685546875
330	0.00377905484776905	330	0.252685546875418
396	0.226925017617269	396	0.253225294412945
462	0.252665665800975	462	0.353293771603197
528	0.252685542290482	528	0.494517028531902
594	0.252685546877574	594	0.502927398136532
660	0.252685619748969	660	0.503115788053467
726	0.252735354720414	726	0.509341843725677
792	0.256192740977679	792	0.556697824285977
858	0.286887359312223	858	0.655381940921789
924	0.355656146935151	924	0.741068815918467
990	0.437208486921329	990	0.808069239330956
1056	0.485503391815063	1056	0.868295278389618
1122	0.499668822699319	1122	0.915006123735832
1188	0.502737519283215	1188	0.9460043984431
1254	0.503607541651754	1254	0.96480889096268
1320	0.506093117204675	1320	0.976362541515045
1386	0.513427378676164	1386	0.982728908022629
1452	0.527958016904256	1452	0.987149813627747
1518	0.552675528265939	1518	0.990464298595286
1584	0.583794612407947	1584	0.992830065536579
1650	0.621625788586563	1650	0.994280915771835
1716	0.661884799750086	1716	0.99581163181249
1782	0.699340209943981	1782	0.747314454015321
1848	0.739556724782861	1848	0.931555610680433
1914	0.775570452954265	1914	0.931372950437695
1980	0.807166155751988	1980	0.74731533378392
66	0	66	3.58626048995766e-280
132	3.81096790209684e-102	132	9.78393825043391e-9
198	1.1708545369895e-25	198	0.252685546875
264	0.00101931011301805	264	0.252685546875
330	0.250736482808545	330	0.254904121734574
396	0.252685545927454	396	0.447202558059629
462	0.252685546875	462	0.502926171083456
528	0.252685547031029	528	0.502937860602676
594	0.252703942597513	594	0.507929597334192
660	0.26013173651711	660	0.596931397905619
726	0.334891073263619	726	0.727449461726402
792	0.444362163919546	792	0.805710566830979
858	0.496597826438649	858	0.888676439031552
924	0.502716595792087	924	0.944580101469987
990	0.502957732359496	990	0.973489429104835
1056	0.503605370745986	1056	0.986404037571273
1122	0.508156739560791	1122	0.992122171943266
1188	0.524087279276702	1188	0.994812975148716
1254	0.560544700303024	1254	0.996022173434451
1320	0.609593219040275	1320	0.995784283066666
1386	0.663854207690954	1386	0.996943723672362
1452	0.717746040928801	1452	0.931775705653899
1518	0.765981733941132	1518	0.931492853653901
1584	0.808541972239673	1584	0.747314453209275
1650	0.846297299857051	1650	0.995702779018312
1716	0.878487158389208	1716	0.991074716059045
1782	0.904484127064831	1782	0.981411228503864
1848	0.924071428833822	1848	0.96699860138761
1914	0.940279632144699	1914	0.948242421275823
1980	0.952698627751261	1980	0.926007869450584
66	0	66	6.28899268915322e-240
132	2.95925468470726e-82	132	0.252648723863264
198	2.01050737296401e-11	198	0.252685546875
264	0.244195011699317	264	0.252694316103613
330	0.252685546872999	330	0.451401417285879
396	0.252685546875	396	0.502929686991693
462	0.252685546969054	462	0.502945225250695
528	0.253040119043176	528	0.532292962372091
594	0.310731182259072	594	0.716670525776165
660	0.448041574199124	660	0.798973202614522
726	0.501436437728079	726	0.909416718741973
792	0.50292639734717	792	0.971040266236253
858	0.502943137574697	858	0.990453039965065
924	0.503981376163728	924	0.995938900448201
990	0.515602107092612	990	0.9974898425755
1056	0.559360302345916	1056	0.997826206722779
1122	0.627892458076777	1122	0.99488325286477
1188	0.701247943294154	1188	0.747314453125
1254	0.759548709805687	1254	0.931503553672649
1320	0.812578204439781	1320	0.747314453125101
1386	0.859209844135787	1386	0.995016371406934
1452	0.897519864843666	1452	0.989115227941133
1518	0.927608974579327	1518	0.974830645491283
1584	0.948630630770198	1584	0.951327187043672
1650	0.963692003201518	1650	0.921298739974865
1716	0.973883615465468	1716	0.886935676711656
1782	0.980289409556355	1782	0.852819783136061
1848	0.985197856422124	1848	0.820335090573889
1914	0.988397510020193	1914	0.787684211031637
1980	0.990530198898354	1980	0.756005857370899
66	0	66	1.83488143609156e-185
132	4.21745350981481e-59	132	0.252685546875
198	0.00606759940657742	198	0.252685546875
264	0.252685546734379	264	0.356455415029947
330	0.252685546875	330	0.502929686645835
396	0.252685546875253	396	0.502930610710319
462	0.25330095691434	462	0.547694372614546
528	0.357058730850891	528	0.750822648970459
594	0.493601183088562	594	0.852740059859547
660	0.502925652665923	660	0.96761706976255
726	0.502930126035921	726	0.994493933374031
792	0.503190253215989	792	0.998550264727522
858	0.512370488193303	858	0.999113825330805
924	0.572779782229187	924	0.998505371770627
990	0.669350256844472	990	0.996405451625775
1056	0.743528714703716	1056	0.931696947275619
1122	0.802918303636586	1122	0.747314453125
1188	0.858370833970946	1188	0.994460113983971
1254	0.907299701735393	1254	0.988929044411646
1320	0.94303261109383	1320	0.969923859966697
1386	0.966715964705343	1386	0.935473782486655
1452	0.979596393993897	1452	0.891402186289632
1518	0.986930194030383	1518	0.847709813009505
1584	0.991058303786711	1584	0.810772964640202
1650	0.993121462354257	1650	0.776257814757617
1716	0.994584800700628	1716	0.739598733349458
1782	0.995190325890241	1782	0.701296006533073
1848	0.994516036659381	1848	0.601715800896817
1914	0.99347139497461	1914	0.446534754892617
1980	0.997459645003481	1980	0.340772253879457
66	0	66	2.8225591129886e-125
132	9.49306575446863e-37	132	0.252685546875
198	0.250215444342452	198	0.25268557421154
264	0.252685546875	264	0.502457819153866
330	0.252685546875	330	0.502929687512471
396	0.252710576631387	396	0.515891139893589
462	0.357132299529327	462	0.754178469660782
528	0.500350879965621	528	0.874895197381258
594	0.502929681793826	594	0.987792140355495
660	0.502930396188353	660	0.998993652715108
726	0.504260597553406	726	0.999772134773473
792	0.543003007096593	792	0.999608616734084
858	0.659634629182781	858	0.993989141640611
924	0.747833749493325	924	0.931809437190679
990	0.806064955415921	990	0.747314453125
1056	0.875677777842318	1056	0.992875331668916
1122	0.931901160654039	1122	0.985193435553211
1188	0.966080546839852	1188	0.953899655614969
1254	0.982686079307556	1254	0.899905166730536
1320	0.990499727519437	1320	0.843263260684182
1386	0.994154705156825	1386	0.802106812297888
1452	0.99604554158178	1452	0.767249037566561
1518	0.997231562677031	1518	0.725426851930161
1584	0.997306026096104	1584	0.667897208836929
1650	0.995916838334861	1650	0.50751655081903
1716	0.996001607831803	1716	0.351460276600268
1782	0.747314453125006	1782	0.268948639667437
1848	0.931346930461363	1848	0.201126662907777
1914	0.931205609934506	1914	0.220112685472506
1980	0.747314453126412	1980	0.311702390437776
66	0	66	4.34482726381334e-68
132	4.34044585678536e-19	132	0.252685546875
198	0.252685546867843	198	0.301885175558833
264	0.252685546875	264	0.5029296875
330	0.252685546876578	330	0.50294809489714
396	0.307309669732785	396	0.739827195774043
462	0.497646713832212	462	0.84401479062176
528	0.502929687384159	528	0.992066887314997
594	0.502929880045057	594	0.999722929093409
660	0.504632999353012	660	0.999946258795228
726	0.577608388274545	726	0.999456157700702
792	0.717360264140217	792	0.747314453125
858	0.781127158622295	858	0.931593636550527
924	0.85490404594951	924	0.993010682037368
990	0.932345548255261	990	0.988902661229692
1056	0.972416910414314	1056	0.957015866712189
1122	0.988732676278995	1122	0.888161864447263
1188	0.995389674591153	1188	0.820895309559924
1254	0.997439732194896	1254	0.782143198892712
1320	0.998449596775349	1320	0.745993242966176
1386	0.998591614825079	1386	0.694245287805293
1452	0.997567365584004	1452	0.547664154716669
1518	0.995623755134061	1518	0.356687629944221
1584	0.747314453125	1584	0.256148634827483
1650	0.93170537535575	1650	0.172378192272012
1716	0.93152949549438	1716	0.219681123263863
1782	0.998996206493134	1782	0.340216755960637
1848	0.993394334965472	1848	0.495359188046247
1914	0.990045912090904	1914	0.696541349365558
1980	0.983160530363004	1980	0.803191995962768
66	1.40521532090358e-299	66	5.60103201688498e-24
132	2.61606550978833e-7	132	0.252685546875
198	0.252685546875	198	0.455829776898931
264	0.252685546875	264	0.5029296875
330	0.252984031539831	330	0.565589122947169
396	0.455137190974207	396	0.773005315059744
462	0.502929685853755	462	0.986873070937232
528	0.50292968895898	528	0.999869554844963
594	0.50365055063155	594	0.999987759747044
660	0.588995966764473	660	0.999564132006569
726	0.739525762213528	726	0.931989152793481
792	0.795636884987974	792	0.747314453125
858	0.89571149587118	858	0.992663407997728
924	0.965183643471537	924	0.979336610534368
990	0.990643206826149	990	0.914777573218553
1056	0.996732135623727	1056	0.823017547005232
1122	0.998619828869133	1122	0.78016264093858
1188	0.999346379369072	1188	0.745631449044882
1254	0.999164651476181	1254	0.686089392155527
1320	0.996195808783912	1320	0.497982940916687
1386	0.996991076983866	1386	0.317178829516133
1452	0.931899324625527	1452	0.195896745650434
1518	0.931592796928446	1518	0.158219007144767
1584	0.747314453125	1584	0.291046611642822
1650	0.994469760819392	1650	0.451916553552201
1716	0.991063999965853	1716	0.676297139787071
1782	0.984415556655333	1782	0.805914782584368
1848	0.969003424961019	1848	0.852486454791039
1914	0.945532277886397	1914	0.891510634317441
1980	0.91618072201313	1980	0.927383476024131
66	2.43282993022779e-263	66	0.0135036055206473
132	0.060374664945065	132	0.252685546875
198	0.252685546875	198	0.502929677536113
264	0.252685546875	264	0.502929691752314
330	0.33168115289739	330	0.755704143743877
396	0.502917916750992	396	0.936917925143354
462	0.502929687500107	462	0.999791901890341
528	0.502966235755805	528	0.999997703201196
594	0.563897423325249	594	0.999950133062464
660	0.742716667019393	660	0.93202495798212
726	0.799247981181868	726	0.747314453125
792	0.916316588205393	792	0.993970282605756
858	0.981400314695599	858	0.97001104540853
924	0.996265345636947	924	0.872981921008233
990	0.999095162897896	990	0.788584667828147
1056	0.999584257042408	1056	0.761346025036841
1122	0.999652435523199	1122	0.705148274035764
1188	0.998069135718903	1188	0.538000885772895
1254	0.995444094631656	1254	0.325526761285988
1320	0.931882332469949	1320	0.180950737411946
1386	0.9315726993492	1386	0.14785177919414
1452	0.999437816578569	1452	0.315667744467861
1518	0.991737234307653	1518	0.522212568539609
1584	0.989374090699799	1584	0.761937217286011
1650	0.978938476417642	1650	0.833980729656504
1716	0.95790006561714	1716	0.875358070978609
1782	0.92551738363367	1782	0.912945193172421
1848	0.887030946695494	1848	0.950396506209279
1914	0.849430182265626	1914	0.981629348301782
1980	0.818601820896383	1980	0.750337762643436
66	3.13199303380663e-227	66	0.252685546873804
132	0.252554451935147	132	0.252685546875011
198	0.252685546875	198	0.5029296875
264	0.252685556586625	264	0.50418587421196
330	0.456332285775587	330	0.765540019614387
396	0.5029296875	396	0.997994557574631
462	0.502929714097289	462	0.999998169919725
528	0.518522228220841	528	0.999998990974875
594	0.730757281740087	594	0.747314453125
660	0.786134755698963	660	0.747314453125
726	0.918377986541172	726	0.995709836027796
792	0.987455666334567	792	0.968386200357381
858	0.998350511355682	858	0.848473179366904
924	0.999650416005345	924	0.774949195729456
990	0.999817912118442	990	0.747087948381242
1056	0.999541441018062	1056	0.663511903443031
1122	0.993858968556938	1122	0.396971867564808
1188	0.747314453125	1188	0.225633432420464
1254	0.931713350751234	1254	0.114774482125485
1320	0.747314453125	1320	0.275387707108334
1386	0.992302524088141	1386	0.498900536588024
1452	0.988913256265574	1452	0.764708106126756
1518	0.979698335422655	1518	0.839013399986379
1584	0.954072741601155	1584	0.878997076796569
1650	0.913929363086948	1650	0.91893466073865
1716	0.869219481986639	1716	0.959808980210541
1782	0.829552190581096	1782	0.991161725196549
1848	0.799275146274221	1848	0.747751818499909
1914	0.774025338075566	1914	0.747981973708555
1980	0.745717157429667	1980	0.99356635269534
88	1.89242027393759e-123	88	7.09698349036662e-122
176	1.12064331538325e-58	176	1.0719831541186e-52
264	8.27636818136496e-37	264	2.26797006336177e-30
352	1.13549854155294e-24	352	1.25895223341237e-17
440	3.63278521951075e-18	440	1.61119534250322e-10
528	4.83093125877346e-13	528	7.67176566355002e-6
616	9.07300667463042e-10	616	0.00226702355362301
704	9.60569310471321e-8	704	0.0418392929382203
792	4.50735273539902e-6	792	0.147427100329846
880	7.05961586640422e-5	880	0.219142957696644
968	0.00063393385776217	968	0.244985233390987
1056	0.00275454074533033	1056	0.251029261129811
1144	0.00940577559647239	1144	0.252553835957726
1232	0.0233191043201552	1232	0.253549766983157
1320	0.0442052707024644	1320	0.25559917004542
1408	0.0712272361643134	1408	0.260202413734569
1496	0.102159190831347	1496	0.268394745334436
1584	0.134929417082921	1584	0.281490816940058
1672	0.160727225787172	1672	0.300153973296102
1760	0.183451693795578	1760	0.322535240781614
1848	0.199932371668709	1848	0.348724726945125
1936	0.213962336443865	1936	0.377876267534146
2024	0.223508277196935	2024	0.407203508350797
2112	0.232449344710484	2112	0.433858828480097
2200	0.238870429670919	2200	0.458026642898837
2288	0.2441203902451	2288	0.479931099156584
2376	0.24906774974855	2376	0.498407603007816
2464	0.253515636917382	2464	0.515047238430089
2552	0.258531001909436	2552	0.531153966259699
2640	0.263220638953435	2640	0.545962905729154
88	6.21245483553124e-208	88	1.29031503970261e-186
176	1.53954107007551e-81	176	2.84662807648428e-57
264	1.0479102136386e-41	264	2.8363301274147e-16
352	1.55035372437754e-22	352	0.0076052943499694
440	2.77335093729237e-12	440	0.250205181723522
528	1.79914533754678e-6	528	0.25268536626656
616	0.0016754445780338	616	0.252685613359648
704	0.03962643245482	704	0.252737504277366
792	0.149404553392685	792	0.255595065180443
880	0.22456828085095	880	0.284650431355955
968	0.247227350690903	968	0.361308203858967
1056	0.251885175201561	1056	0.446224415073108
1144	0.252567396881487	1144	0.489809295717612
1232	0.252697967953424	1232	0.502365226838628
1320	0.252853013726379	1320	0.507385189281029
1408	0.253657630844773	1408	0.516738840348825
1496	0.256424900653989	1496	0.535421932396201
1584	0.263515194233954	1584	0.565935966723407
1672	0.278853496989274	1672	0.606108394785833
1760	0.30270982008916	1760	0.652363578575897
1848	0.332633274479693	1848	0.698701142546136
1936	0.367187755517828	1936	0.739551503098232
2024	0.403111125971505	2024	0.777554566577836
2112	0.435208999311812	2112	0.811402974096524
2200	0.459749663510117	2200	0.840399346285466
2288	0.479049132501512	2288	0.865087603954905
2376	0.49308634654288	2376	0.885741196004998
2464	0.503328421102371	2464	0.904057898723736
2552	0.512878801955432	2552	0.919110349718844
2640	0.52195803656297	2640	0.931900328321534
88	1.29939815515306e-255	88	1.29006320115986e-206
176	8.13595397677946e-82	176	8.14958920745542e-32
264	1.89991316051521e-31	264	0.194817700963111
352	3.9493284123519e-11	352	0.252685546874987
440	0.00176916871993316	440	0.252685546899553
528	0.163584518812667	528	0.25292609605698
616	0.251042301073823	616	0.306593895816599
704	0.252677881282035	704	0.459186717111412
792	0.252685520945932	792	0.502184610980322
880	0.25268604881771	880	0.503225870593272
968	0.252758771747128	968	0.508160301969937
1056	0.254962227691743	1056	0.537184243345362
1144	0.271995439661393	1144	0.607930999957805
1232	0.317890027367611	1232	0.692711401101897
1320	0.383896348360654	1320	0.764033635517942
1408	0.447751102562531	1408	0.824752448001451
1496	0.483612714157996	1496	0.873193317551281
1584	0.498150401952103	1584	0.909903983825305
1672	0.503174778039257	1672	0.936026247992539
1760	0.50699011729854	1760	0.953552104179649
1848	0.513774241319323	1848	0.965370253226423
1936	0.525496314668144	1936	0.973903465319202
2024	0.5444749081394	2024	0.980574247816486
2112	0.567442463081086	2112	0.985758872543782
2200	0.598152679894003	2200	0.990046256012608
2288	0.631389776781553	2288	0.993106808259101
2376	0.662971184792144	2376	0.995696701499782
2464	0.699942351938399	2464	0.747599125346051
2552	0.733630256715619	2552	0.931530889831436
2640	0.763302141627652	2640	0.931329787686807
88	2.24666808077311e-272	88	9.18755456272105e-192
176	3.1320003590675e-70	176	2.69394860894071e-5
264	2.58988198454999e-17	264	0.252685546875
352	0.00882844630629136	352	0.252685546876737
440	0.250642287779551	440	0.263398620397042
528	0.25268552409905	528	0.467672338329756
616	0.252685546875092	616	0.502924837634306
704	0.252685680564822	704	0.50314343060026
792	0.253057324133295	792	0.521230587094276
880	0.272858783720227	880	0.630048610720439
968	0.360172472321513	968	0.744934517319695
1056	0.460150628996165	1056	0.829649788512519
1144	0.497620760041692	1144	0.901476003153868
1232	0.502675247109149	1232	0.945539218768951
1320	0.503413928300831	1320	0.969538070589761
1408	0.507171656327265	1408	0.981753109565174
1496	0.51914906087661	1496	0.988301920549716
1584	0.545579299401473	1584	0.992278438396831
1672	0.589800549511524	1672	0.994589955957896
1760	0.637404027263551	1760	0.994880808716042
1848	0.688516790003613	1848	0.747314453195033
1936	0.739156295528235	1936	0.931565726777356
2024	0.784472503294505	2024	0.931297423969404
2112	0.823081954923078	2112	0.998227389133313
2200	0.856420887325024	2200	0.993217026242013
2288	0.884448845172299	2288	0.985332790442676
2376	0.907049053309028	2376	0.973347911757619
2464	0.924176862996856	2464	0.957247506835964
2552	0.93842243957309	2552	0.93769584944898
2640	0.949568099792392	2640	0.91448063510247
88	2.1283020359894e-268	88	7.47818674374005e-153
176	8.77050509541601e-52	176	0.252685546422544
264	1.01713357350596e-5	264	0.252685546875
352	0.2522430631305	352	0.258663564594088
440	0.252685546874568	440	0.498628396009712
528	0.252685546875017	528	0.502929728450042
616	0.252689858328194	616	0.505342956508281
704	0.26670114985319	704	0.629186687928792
792	0.388099259287291	792	0.76534649655056
880	0.492485552212615	880	0.872109604764071
968	0.502834645683731	968	0.951899655348421
1056	0.502963507370751	1056	0.982838410077921
1144	0.504276320763405	1144	0.992260451264887
1232	0.5181080443906	1232	0.995345611904221
1320	0.563112509671408	1320	0.996145332755268
1408	0.632004930882809	1408	0.993787372868998
1496	0.703185692813397	1496	0.747314453125003
1584	0.768080355211586	1584	0.931395535490987
1672	0.821408928450346	1672	0.999712813729392
1760	0.866328817063453	1760	0.993445007525454
1848	0.903348863062351	1848	0.984181126632053
1936	0.930666825830598	1936	0.966216815627159
2024	0.949115613265754	2024	0.940096859245227
2112	0.962877497831302	2112	0.907966077808169
2200	0.971592938782499	2200	0.872876816641654
2288	0.978280572997551	2288	0.83765487824806
2376	0.98326650563432	2376	0.803678949720861
2464	0.987126929027745	2464	0.771422720611682
2552	0.989943181488843	2552	0.740322571192441
2640	0.991952434672763	2640	0.688808874857163
88	2.00231933451675e-255	88	1.63481294059911e-101
176	3.31046897606505e-31	176	0.252685546875
264	0.193589298658035	264	0.252685547804286
352	0.252685546874988	352	0.479592978203366
440	0.252685546875	440	0.502929687584394
528	0.252689703751669	528	0.50624999749194
616	0.302282802306267	616	0.71298323670403
704	0.472482338168294	704	0.817787652187162
792	0.502872709647242	792	0.953066097221433
880	0.502931443407717	880	0.991618648840944
968	0.503775122890543	968	0.997736247535123
1056	0.522360476377812	1056	0.998603915816279
1144	0.595691270054126	1144	0.996179678931082
1232	0.694433469275965	1232	0.747314453125047
1320	0.769987104770728	1320	0.931611438822227
1408	0.83298356142833	1408	0.99805346229497
1496	0.889151407563585	1496	0.991504498880464
1584	0.929204680943746	1584	0.975907686949272
1672	0.95578419571793	1672	0.944800145141619
1760	0.97144667379899	1760	0.901116222427964
1848	0.98126914265716	1848	0.855649421247411
1936	0.986943609306962	1936	0.814255876928122
2024	0.990923382483899	2024	0.775208015671098
2112	0.992909621871224	2112	0.735001454222214
2200	0.99370179337757	2200	0.679865877901324
2288	0.992659308132905	2288	0.535700653292368
2376	0.995685708810236	2376	0.384072813452427
2464	0.747314455700237	2464	0.3080787691139
2552	0.931348036906367	2552	0.254936421614558
2640	0.931319645353625	2640	0.255971000139954
88	7.26836859430699e-232	88	5.31121689660694e-50
176	1.25401948310914e-14	176	0.252685546875
264	0.25268552568511	264	0.292703256110442
352	0.252685546875	352	0.502929687499736
440	0.252685547459321	440	0.503035738446014
528	0.300549657416693	528	0.721969433404175
616	0.491074351827189	616	0.838196404239352
704	0.502929589596191	704	0.982339660620491
792	0.502934890230899	792	0.998501328730949
880	0.506839263541256	880	0.999571928531184
968	0.576499179409086	968	0.998278527120548
1056	0.700364721701447	1056	0.747314453125
1144	0.779894190555216	1144	0.93157015327411
1232	0.850258497600583	1232	0.993936776814009
1320	0.918018221145069	1320	0.987755359593298
1408	0.958185150816612	1408	0.958415218877038
1496	0.978263847510763	1496	0.902839868119245
1584	0.988788886949247	1584	0.844067819222616
1672	0.992896012668508	1672	0.798401183230381
1760	0.995556993306108	1760	0.75616581064398
1848	0.996357531269183	1848	0.708465744015373
1936	0.995467858583803	1936	0.585502762677852
2024	0.995136094143367	2024	0.390495084092386
2112	0.747314453125394	2112	0.290723931195534
2200	0.931673916172728	2200	0.21746611913378
2288	0.931487249650548	2288	0.238686051588371
2376	0.747314453921438	2376	0.334272362983159
2464	0.994921636756952	2464	0.462770891669171
2552	0.989791286021421	2552	0.652976048138413
2640	0.983319731623227	2640	0.789839471798928
88	9.27450206856222e-202	88	1.59043232960607e-12
176	0.00016878826637017	176	0.252685546875
264	0.252685546875	264	0.482998714477901
352	0.252685546875	352	0.502929687516647
440	0.257931169612743	440	0.629838980290162
528	0.478951521201403	528	0.80231724508621
616	0.502929683510923	616	0.988235616847425
704	0.502931232344788	704	0.999628522810533
792	0.509770529012217	792	0.999885268789192
880	0.63189865976632	880	0.993360312367816
968	0.750398061289861	968	0.931851907655947
1056	0.824837191206271	1056	0.997567803011509
1144	0.915916069170559	1144	0.990052293024858
1232	0.966754832275993	1232	0.961679110155477
1320	0.988068467543879	1320	0.887829692680859
1408	0.994492969669514	1408	0.817441858606174
1496	0.996969006097302	1496	0.775713694829657
1584	0.99810386311527	1584	0.72599583056466
1672	0.996451568784304	1672	0.635712565468137
1760	0.992127671324769	1760	0.40878265483611
1848	0.747314453125	1848	0.279167502701255
1936	0.931701912954349	1936	0.186123963788256
