Input 1		Input 2	
X(None)	Y(None)	X(None)	Y(None)
220	1.32202242846883e-31	220	2.32866487107242e-27
264	4.32051773821896e-24	264	3.31863905435317e-19
308	1.24594602273485e-19	308	2.57694483148018e-14
352	1.25029213314577e-16	352	6.12159339162145e-11
396	1.07043157849284e-13	396	2.6684509755808e-8
440	1.13890821035218e-11	440	2.97329329447898e-6
484	4.13756992405681e-10	484	8.40946791353704e-5
528	1.11337806153702e-8	528	0.00112430523161245
572	1.34807385454954e-7	572	0.0068037603332646
616	9.68404352833376e-7	616	0.026764860952301
660	5.17368432923756e-6	660	0.0654057050328861
704	2.71742429461306e-5	704	0.117844987689177
748	0.00010396368675585	748	0.166181610281585
792	0.00033097466750013	792	0.200410079818695
836	0.00080565746739443	836	0.222006244750193
880	0.00169170224555847	880	0.236248147507152
924	0.00373352323313671	924	0.243813406212161
968	0.00662214465739928	968	0.247968085452173
1012	0.0116184944076686	1012	0.250552115648613
1056	0.0184879636763778	1056	0.252440696254583
1100	0.025940078169707	1100	0.254090883938808
1144	0.035927953901889	1144	0.256031596638865
1188	0.0474991521895548	1188	0.258343137913205
1232	0.0604790949179005	1232	0.261486542827306
1276	0.0738862229070242	1276	0.265643820240246
1320	0.089515422731999	1320	0.271109981032866
44	1.68642355222076e-315	44	8.9722285429394e-305
88	8.15484838846474e-144	88	3.1160730403234e-126
132	2.36464537263832e-87	132	1.42237816534612e-68
176	3.08769468596409e-56	176	8.56226045678503e-36
220	6.31612455874151e-39	220	1.79003539679996e-18
264	1.0979111256864e-26	264	3.66295694629536e-8
308	4.09186091699302e-19	308	0.0021599094295855
352	5.11123295031125e-14	352	0.117621549119457
396	3.82384992506612e-10	396	0.241190283525222
440	2.32910629840051e-7	440	0.252429420138434
484	2.45152120865365e-5	484	0.252681496390114
528	0.00050512635607685	528	0.252685587154231
572	0.00490619311011099	572	0.252689033365322
616	0.0233408844555232	616	0.252742647555272
660	0.0630656249073406	660	0.253232200900405
704	0.117330841893924	704	0.255879104743759
748	0.16976915095791	748	0.264560431659362
792	0.206337834672171	792	0.283822378763828
836	0.228907845739538	836	0.316387135268283
880	0.241807607200212	880	0.35573440722111
924	0.247687731838155	924	0.399729644479916
968	0.25025580102018	968	0.439661938338644
1012	0.251433860095773	1012	0.468207293995725
1056	0.252215312262276	1056	0.486633943695532
1100	0.252552660881566	1100	0.49763073927195
1144	0.25286417841197	1144	0.504760182511038
1188	0.253290311504837	1188	0.510048936531283
1232	0.254037294939019	1232	0.516253338013152
1276	0.255323360334406	1276	0.524478447114071
1320	0.257371733110779	1320	0.535291819907454
44	0	44	0
88	4.48887629007583e-178	88	3.1651823111771e-139
132	4.73762881002399e-97	132	6.05022860378929e-54
176	1.46137243883043e-55	176	2.54232262702874e-15
220	1.77864292971731e-33	220	0.00934750866222611
264	7.71173314263931e-19	264	0.251418670069447
308	8.30602885787663e-11	308	0.252685535286335
352	2.92080904544921e-6	352	0.252685546875048
396	0.00180609027165045	396	0.252685549967841
440	0.042138564845255	440	0.252691424363535
484	0.159226147087027	484	0.253527200933639
528	0.232318849681976	528	0.26869926490235
572	0.249598076329109	572	0.324537364026075
616	0.252325771725295	616	0.406522092201112
660	0.252659593569356	660	0.472006150487133
704	0.252682822402243	704	0.497253322099409
748	0.252685677677422	748	0.502398717219871
792	0.252689557602277	792	0.503622821723007
836	0.252735155967382	836	0.505943361838043
880	0.253045146109395	880	0.512293010676739
924	0.254163265433558	924	0.526347090033172
968	0.257833758539851	968	0.550289259175406
1012	0.266714200209557	1012	0.584310107491757
1056	0.282342254471889	1056	0.624854374869407
1100	0.305540856995035	1100	0.667964400728741
1144	0.335335848221335	1144	0.708298098751618
1188	0.36972894547124	1188	0.745305547621293
1232	0.404030565580557	1232	0.780629468492272
1276	0.433381061575248	1276	0.811558825724843
1320	0.458093867480463	1320	0.838651487963222
44	0	44	0
88	4.66131884668036e-193	88	1.71071777672564e-124
132	1.21393893821861e-92	132	3.40590051249129e-25
176	7.24301589554693e-46	176	0.113412085224407
220	2.54336647369405e-21	220	0.252685546738324
264	6.5843006628163e-9	264	0.252685546875
308	0.00180454164629865	308	0.252685546879833
352	0.119592370023306	352	0.25269425344771
396	0.244034582453159	396	0.260413518690722
440	0.252565495667222	440	0.348576498034836
484	0.252684425008461	484	0.465722078881504
528	0.252685541559503	528	0.501211927747583
572	0.252685547282656	572	0.502929817186049
616	0.252685702820765	616	0.503145743951254
660	0.252696765507928	660	0.50528268424646
704	0.252999199351312	704	0.517007656069452
748	0.255958225816724	748	0.551244019507712
792	0.269562117917341	792	0.609827279946133
836	0.304275114898632	836	0.67573299019018
880	0.352334322631945	880	0.733162092682442
924	0.407347659805816	924	0.782794764748864
968	0.454091378858951	968	0.826258344235123
1012	0.481762171979891	1012	0.865082039055843
1056	0.495139841990047	1056	0.896974274804699
1100	0.500706952488169	1100	0.92204569598532
1144	0.502863313098994	1144	0.940923335340406
1188	0.503821255201369	1188	0.954518216664981
1232	0.50569288243952	1232	0.964219696761237
1276	0.509238334817593	1276	0.971603623192562
1320	0.515708372914469	1320	0.977187569614082
44	0	44	0
88	3.71813337552446e-193	88	3.43195773783472e-91
132	2.18314945634666e-79	132	0.00048976428273919
176	7.45762357622659e-31	176	0.252685546874998
220	1.19973205692238e-9	220	0.252685546875
264	0.0182344133674605	264	0.252685546893316
308	0.243020978979581	308	0.253466144377836
352	0.252680764771039	352	0.348144427307994
396	0.252685546293923	396	0.488763945354436
440	0.252685546874829	440	0.502913448922562
484	0.252685546892494	484	0.502933421313645
528	0.252685763612169	528	0.503416582953464
572	0.252787924911659	572	0.513249242831133
616	0.25684536002219	616	0.568574329953208
660	0.286435552595666	660	0.662994738623575
704	0.350887353829955	704	0.736650955614474
748	0.425759215591583	748	0.794127250692012
792	0.47886743177634	792	0.850021063196013
836	0.49787646127309	836	0.89970717018041
880	0.502161718807898	880	0.936137882985678
924	0.502960586845941	924	0.958645094224556
968	0.50326003479637	968	0.972341873424726
1012	0.504621208930629	1012	0.980813464807517
1056	0.508306569684691	1056	0.985989318295217
1100	0.517005863373773	1100	0.989444963734763
1144	0.534317088582605	1144	0.991634888124407
1188	0.558982647529225	1188	0.993472357665843
1232	0.589359439334238	1232	0.994614438107631
1276	0.625946334373688	1276	0.99434718295792
1320	0.665044101976829	1320	0.996198755618569
44	0	44	0
88	7.69782267070849e-185	88	3.86700204741693e-51
132	1.29230443669671e-61	132	0.25268551017801
176	3.25203356447581e-16	176	0.252685546875
220	0.0113293708702629	220	0.252685546875
264	0.251837406849962	264	0.254753676751245
308	0.252685546341671	308	0.414200892525285
352	0.252685546875	352	0.502789199745277
396	0.252685546875	396	0.502929699958024
440	0.252685549092281	440	0.503011907623022
484	0.252719164649668	484	0.511874417947083
528	0.259976404462761	528	0.600724717750833
572	0.320809069022859	572	0.717085815733873
616	0.413668231823456	616	0.781130102740482
660	0.484695430728887	660	0.850228078070404
704	0.501419019279859	704	0.915955024262555
748	0.502879947484162	748	0.957641316594581
792	0.502940205267988	792	0.978984830861922
836	0.503169941493359	836	0.988720625925053
880	0.505010973319631	880	0.993074575514315
924	0.513147048215705	924	0.995094476026139
968	0.532687672375433	968	0.996110313004278
1012	0.568155859136017	1012	0.996673931359199
1056	0.61362783765464	1056	0.996362075188405
1100	0.661694277385812	1100	0.996109256937048
1144	0.707373119664501	1144	0.747314453125003
1188	0.74738518808176	1188	0.93162659018926
1232	0.786358019955137	1232	0.931427923563498
1276	0.821533870486996	1276	0.99933696551588
1320	0.852632821628546	1320	0.995063712276814
44	0	44	0
88	1.34811478418131e-168	88	3.63891669749949e-17
132	2.10541702944465e-43	132	0.252685546875
176	5.85208591793442e-6	176	0.252685546875
220	0.250617188652444	220	0.252722522767366
264	0.252685546871429	264	0.414316543447093
308	0.252685546875	308	0.502927736168372
352	0.252685546875	352	0.502929694703255
396	0.252685566823642	396	0.503234919391709
440	0.253524770761904	440	0.549344121739849
484	0.303169680844912	484	0.710511352202084
528	0.416213815002311	528	0.776739883199932
572	0.493943686180874	572	0.863096195335562
616	0.502786337014333	616	0.940503596618155
660	0.502929403533703	660	0.978134890289347
704	0.502942062115662	704	0.991794328251669
748	0.503358054623504	748	0.996389760491929
792	0.507612653166191	792	0.997927841887713
836	0.528126034350471	836	0.998381602711742
880	0.573431775370536	880	0.998383771117244
924	0.633056526494252	924	0.995907442360403
968	0.692598645412753	968	0.747314453125012
1012	0.74247358479561	1012	0.931724797142139
1056	0.786095956688851	1056	0.93150198831599
1100	0.826794985156052	1100	0.998723795997606
1144	0.864330714168966	1144	0.993870872105055
1188	0.896654182519805	1188	0.988772995851193
1232	0.921719576475139	1232	0.979425485544364
1276	0.942835310592435	1276	0.962286154780602
1320	0.957832522149834	1320	0.939463334831907
44	0	44	0
88	3.04987842883268e-147	88	0.107031745581954
132	2.75955645405272e-26	132	0.252685546875
176	0.120438856049612	176	0.252685546875005
220	0.252685546832757	220	0.349609879168976
264	0.252685546875	264	0.502925550860434
308	0.252685546875	308	0.502929687566042
352	0.252685553999744	352	0.503157880932681
396	0.255523235720432	396	0.59203936309053
440	0.349902994518198	440	0.748742189653138
484	0.476807424683905	484	0.814693991792005
528	0.502717112355347	528	0.929801790623191
572	0.502929637285613	572	0.982006461698183
616	0.502930449756835	616	0.995377260192595
660	0.503074053347532	660	0.998429179288543
704	0.507929141899596	704	0.999192176263529
748	0.535845830042148	748	0.999298433290137
792	0.605176645680094	792	0.998407428087685
836	0.680366425526088	836	0.997898056477739
880	0.738213581868309	880	0.931732298126166
924	0.784795247290458	924	0.931485669496364
968	0.831089340964685	968	0.99793508030269
1012	0.875049910152148	1012	0.992021133771094
1056	0.912361288953058	1056	0.987522975824286
1100	0.942380539292769	1100	0.972331787574229
1144	0.962189593216578	1144	0.946423454614664
1188	0.975114688664199	1188	0.913048226540281
1232	0.982946152632129	1232	0.877294015683637
1276	0.988064701768587	1276	0.842806336870412
1320	0.990630599909529	1320	0.813322080891802
44	0	44	0
88	6.39608715478907e-123	88	0.252685546874999
132	2.10835031419449e-12	132	0.252685546875
176	0.252671407596951	176	0.25285289740948
220	0.252685546875	220	0.499029558330495
264	0.252685546875	264	0.5029296875
308	0.252685546878468	308	0.502940693225454
352	0.254315659146134	352	0.587288398763962
396	0.365928060101446	396	0.756121068996253
440	0.494070342157605	440	0.841883772324549
484	0.502927801925776	484	0.964612595830137
528	0.502929688234874	528	0.994894136731354
572	0.502933028014595	572	0.999011582222094
616	0.503897724910777	616	0.999643765655049
660	0.524019212140567	660	0.999673429010902
704	0.600842831360755	704	0.998748952402539
748	0.693069423756614	748	0.998906869741943
792	0.75360353466716	792	0.931670401908819
836	0.798523814917691	836	0.747314453125
880	0.852061203794672	880	0.994847079864985
924	0.904154978620202	924	0.991013922414536
968	0.943879942057141	968	0.979248280628362
1012	0.967763660290903	1012	0.952006159780186
1056	0.981640697282402	1056	0.910256511980146
1100	0.988611759352978	1100	0.864883366136891
1144	0.992465385325244	1144	0.825807528867501
1188	0.994850594435219	1188	0.796286859009521
1232	0.996473914362624	1232	0.768405472156453
1276	0.997215013301761	1276	0.73602998281403
1320	0.997411557379944	1320	0.702305904451182
44	0	44	1.86031547781646e-305
88	1.66058338300217e-96	88	0.252685546875
132	0.00071202051140583	132	0.252685546875
176	0.252685546874992	176	0.351290140593755
220	0.252685546875	220	0.502929687499782
264	0.252685546875	264	0.502929688648025
308	0.252733147634724	308	0.526459299211145
352	0.350638784739882	352	0.754369094968448
396	0.495779686956082	396	0.8381178739333
440	0.502929616758456	440	0.977883056271762
484	0.502929687710448	484	0.998362896967379
528	0.502936736938856	528	0.999788515575804
572	0.505207095981708	572	0.999905144955478
616	0.552921785303334	616	0.999807587850358
660	0.669403012846304	660	0.99453391955407
704	0.744900941819367	704	0.931800869884282
748	0.790613263637109	748	0.747314453125
792	0.849763618288627	792	0.994107543842159
836	0.911047662886874	836	0.992140838044292
880	0.954340064044206	880	0.977301103557117
924	0.97886638311054	924	0.941538887670305
968	0.989849719715225	968	0.885875156309765
1012	0.994752164296792	1012	0.832892414685212
1056	0.996998390015136	1056	0.797726921098093
1100	0.997710132866026	1100	0.771580854379477
1144	0.998205191822828	1144	0.738388894420726
1188	0.998429009664056	1188	0.699495012967772
1232	0.997736950096226	1232	0.613604188105761
1276	0.994319083534072	1276	0.457425414675005
1320	0.996343315531433	1320	0.337736141222326
44	0	44	4.16289478877017e-237
