-0.000527;  -0.000070;  -0.000518;  -0.000336 
-0.000339;  -0.000033;  -0.000393;  -0.000197 
-0.000473;  0.000070;  -0.000539;  0.000197 
-0.000600;  -0.000136;  -0.000484;  0.000343 
0.000131;  -0.000106;  0.000017;  -0.000107 
0.000292;  -0.000143;  0.000588;  -0.000100 
0.000164;  0.000260;  0.000191;  0.000301 
-0.000265;  0.000428;  -0.000045;  0.000391 
0.000211;  0.000311;  0.000324;  0.000371 
0.000460;  0.000128;  0.000358;  0.000177 
0.000151;  -0.000048;  0.000219;  -0.000107 
-0.000205;  -0.000179;  -0.000164;  0.000010 
0.000379;  -0.000516;  0.000414;  -0.000481 
0.000574;  -0.000509;  0.000532;  -0.000475 
0.000513;  -0.000502;  0.000400;  -0.000260 
0.000513;  -0.000289;  0.000560;  -0.000121 
0.000037;  -0.000092;  -0.000108;  0.000024 
-0.000339;  0.000223;  -0.000567;  0.000378 
0.000057;  0.000018;  0.000212;  -0.000038 
0.000520;  -0.000070;  0.000518;  -0.000094 
-0.000211;  -0.000245;  -0.000066;  -0.000239 
-0.000366;  -0.000040;  -0.000581;  -0.000052 
-0.000185;  0.000392;  -0.000115;  0.000260 
0.000258;  0.000355;  0.000094;  0.000412 
-0.000211;  -0.000275;  -0.000157;  -0.000170 
-0.000634;  -0.000590;  -0.000609;  -0.000461 
0.000091;  0.000289;  0.000108;  -0.000211 
0.000634;  0.000634;  0.000456;  0.000502 
-0.000218;  0.000619;  -0.000031;  0.000454 
-0.000574;  0.000472;  -0.000685;  0.000461 
-0.000654;  0.000590;  -0.000470;  0.000412 
-0.000547;  0.000436;  -0.000546;  0.000412 
-0.000050;  -0.000187;  0.000198;  -0.000301 
0.000413;  -0.000385;  0.000539;  -0.000426 
-0.000158;  0.000084;  -0.000010;  0.000204 
-0.000473;  0.000385;  -0.000477;  0.000461 
-0.000439;  0.000026;  -0.000407;  0.000073 
-0.000332;  -0.000040;  -0.000087;  -0.000163 
0.000554;  -0.000385;  0.000317;  -0.000551 
0.000473;  -0.000634;  0.000574;  -0.000495 
0.000567;  -0.000443;  0.000497;  -0.000585 
0.000621;  -0.000612;  0.000226;  -0.000599 
0.000037;  0.000165;  0.000115;  0.000128 
-0.000151;  0.000494;  -0.000094;  0.000551 
0.000050;  -0.000040;  0.000150;  -0.000163 
0.000231;  -0.000802;  0.000170;  -0.000620 
-0.000171;  -0.000450;  -0.000108;  -0.000267 
-0.000218;  0.000209;  -0.000330;  0.000059 
0.000413;  0.000223;  0.000324;  0.000475 
0.000681;  0.000150;  0.000616;  0.000191 
0.000272;  -0.000084;  0.000282;  -0.000052 
-0.000050;  -0.000121;  -0.000344;  -0.000378 
-0.000191;  0.000070;  -0.000303;  -0.000038 
-0.000185;  0.000092;  -0.000031;  0.000281 
-0.000258;  0.000355;  -0.000087;  0.000322 
-0.000285;  0.000524;  -0.000191;  0.000565 
-0.000292;  0.000297;  -0.000553;  0.000454 
-0.000681;  0.000575;  -0.000449;  0.000572 
-0.000399;  -0.000223;  -0.000296;  -0.000094 
-0.000178;  -0.000619;  -0.000157;  -0.000606 
-0.000144;  -0.000487;  -0.000296;  -0.000717 
-0.000325;  -0.000414;  -0.000351;  -0.000454 
0.000211;  -0.000472;  -0.000066;  -0.000447 
0.000312;  -0.000699;  0.000261;  -0.000488 
0.000070;  -0.000092;  0.000101;  -0.000149 
0.000225;  0.000165;  0.000177;  0.000288 
0.000299;  -0.000428;  0.000456;  -0.000288 
0.000500;  -0.000370;  0.000358;  -0.000495 
0.000070;  -0.000077;  0.000052;  -0.000135 
-0.000151;  0.000238;  -0.000170;  0.000232 
-0.000500;  -0.000033;  -0.000560;  -0.000066 
-0.000533;  -0.000282;  -0.000762;  -0.000384 
-0.000097;  0.000077;  -0.000296;  -0.000163 
0.000258;  -0.000194;  0.000115;  -0.000045 
0.000225;  -0.000187;  0.000470;  -0.000184 
0.000399;  -0.000172;  0.000609;  -0.000163 
-0.000138;  -0.000092;  -0.000087;  -0.000094 
-0.000661;  -0.000106;  -0.000421;  -0.000197 
-0.000419;  0.000216;  -0.000365;  0.000191 
-0.000023;  0.000245;  -0.000212;  0.000184 
-0.000312;  -0.000092;  -0.000442;  -0.000177 
-0.000493;  -0.000092;  -0.000546;  -0.000114 
-0.000527;  -0.000077;  -0.000393;  0.000066 
-0.000171;  0.000128;  -0.000101;  0.000378 
-0.000433;  0.000414;  -0.000379;  0.000378 
-0.000433;  0.000465;  -0.000574;  0.000495 
-0.000158;  0.000436;  -0.000115;  0.000253 
0.000292;  0.000099;  0.000330;  0.000024 
-0.000037;  -0.000018;  -0.000115;  -0.000045 
-0.000111;  -0.000187;  -0.000198;  -0.000100 
-0.000292;  -0.000333;  -0.000129;  -0.000100 
-0.000231;  -0.000099;  -0.000073;  -0.000052 
0.000292;  -0.000472;  0.000435;  -0.000343 
0.000346;  -0.000311;  0.000539;  -0.000454 
0.000278;  -0.000480;  0.000170;  -0.000606 
0.000211;  -0.000494;  0.000122;  -0.000578 
-0.000131;  -0.000458;  -0.000463;  -0.000578 
-0.000815;  -0.000582;  -0.000310;  -0.000468 
-0.000460;  -0.000136;  -0.000560;  -0.000218 
-0.000654;  0.000267;  -0.000407;  0.000253 
-0.000037;  0.000348;  -0.000463;  0.000378 
0.000178;  0.000421;  -0.000024;  0.000558 
0.000164;  -0.000341;  0.000205;  -0.000100 
0.000151;  -0.000436;  0.000038;  -0.000537 
-0.000453;  -0.000407;  -0.000330;  -0.000558 
-0.000513;  -0.000604;  -0.000463;  -0.000544 
-0.000245;  -0.000238;  -0.000463;  -0.000177 
-0.000178;  0.000026;  -0.000247;  0.000107 
-0.000117;  -0.000275;  -0.000414;  -0.000322 
-0.000104;  -0.000407;  -0.000184;  -0.000350 
0.000305;  -0.000092;  0.000303;  -0.000599 
0.000419;  -0.000267;  0.000511;  -0.000260 
0.000379;  -0.000128;  0.000358;  -0.000149 
0.000131;  -0.000018;  0.000164;  -0.000301 
0.000111;  -0.000472;  -0.000010;  -0.000461 
-0.000023;  -0.000568;  -0.000052;  -0.000378 
0.000399;  -0.000348;  0.000511;  -0.000294 
0.000453;  -0.000150;  0.000372;  -0.000239 
0.000171;  -0.000209;  0.000177;  -0.000281 
-0.000064;  -0.000231;  -0.000129;  -0.000052 
0.000017;  -0.000092;  0.000024;  -0.000128 
0.000185;  -0.000165;  -0.000038;  -0.000128 
-0.000124;  -0.000363;  -0.000150;  -0.000502 
-0.000305;  -0.000421;  -0.000247;  -0.000378 
0.000131;  -0.000297;  0.000150;  -0.000170 
0.000010;  0.000289;  0.000164;  0.000336 
-0.000171;  0.000194;  -0.000143;  0.000059 
-0.000117;  0.000157;  -0.000296;  0.000211 
0.000198;  0.000443;  0.000219;  0.000322 
0.000366;  0.000509;  0.000553;  0.000461 
-0.000164;  -0.000026;  -0.000108;  -0.000031 
-0.000547;  -0.000421;  -0.000386;  -0.000662 
-0.000131;  -0.000187;  -0.000247;  -0.000288 
0.000164;  0.000084;  0.000164;  0.000149 
0.000017;  0.000414;  0.000143;  0.000301 
-0.000131;  0.000472;  -0.000038;  0.000565 
0.000151;  0.000172;  0.000372;  0.000218 
0.000500;  -0.000084;  0.000303;  -0.000094 
-0.000218;  -0.000055;  -0.000024;  0.000121 
