after NLPN mitigation		with NLPN	
X(None)	Y(None)	X(None)	Y(None)
88	1.16642358760219e-310	88	7.49516973399195e-281
176	5.88136437220251e-45	176	2.59590181019118e-10
264	1.35319007399505e-17	264	0.00031318660154904
352	1.3406426090271e-9	352	0.0105595076392558
440	3.3631827344436e-6	440	0.0409544474810537
528	0.00018517395023144	528	0.0776643583155829
616	0.0018271040698188	616	0.109786976034869
704	0.00727250749137062	704	0.13483563695903
792	0.0176420118961041	792	0.154694525115024
880	0.032149373638458	880	0.172082761154701
968	0.0487766379866035	968	0.189268901089312
1056	0.0657980147418074	1056	0.20748375888856
1144	0.0822607932158991	1144	0.22696830441938
1232	0.0975736662065575	1232	0.247219113674445
1320	0.111445725114096	1320	0.267512056864708
1408	0.123877978515721	1408	0.287108477872481
1496	0.135052645251398	1496	0.305651043684348
1584	0.145173498187657	1584	0.323329117781667
1672	0.154591189362516	1672	0.340881572107693
1760	0.163553388462537	1760	0.35924106070678
1848	0.172222435992201	1848	0.378757213422081
1936	0.180952827757805	1936	0.400227896223153
2024	0.189892557370414	2024	0.423977471507825
2112	0.199117138479543	2112	0.450347956640733
2200	0.208671292037096	2200	0.478473565535693
2288	0.218502341741775	2288	0.508679252010183
2376	0.228539816385566	2376	0.540744600454714
2464	0.238743268319354	2464	0.574357837040375
2552	0.249003009539363	2552	0.608790329154632
2640	0.259245064642233	2640	0.643382842640001
2728	0.26936479053946	2728	0.677492352443905
2816	0.279303901055463	2816	0.710745392305517
2904	0.289054665708288	2904	0.743152091579485
2992	0.298653898385373	2992	0.775448550438165
3080	0.308111508571086	3080	0.807680404469336
3168	0.317540577082495	3168	0.838219903306696
3256	0.326998453564147	3256	0.865493485828743
3344	0.336619623754022	3344	0.888899310803458
3432	0.346495458912661	3432	0.908149825638345
3520	0.356730219367467	3520	0.924458527072631
3608	0.367428045472731	3608	0.937613459910622
3696	0.37857966148929	3696	0.945648036699932
3784	0.390010398423028	3784	0.945807500858678
3872	0.401778178480121	3872	0.945905165721788
3960	0.414221947774568	3960	0.945962691128866
4048	0.427307794217499	4048	0.945991759435413
4136	0.441054649994632	4136	0.945999423828843
4224	0.455317954377946	4224	0.94921042162768
4312	0.470201475313486	4312	0.952395024195527
4400	0.485772108348837	4400	0.954809561319672
4488	0.501908477351911	4488	0.956456088272946
4576	0.518651689323933	4576	0.957548757077832
4664	0.535756641910489	4664	0.958279871114195
4752	0.552947060943937	4752	0.958764541560615
4840	0.570274987521524	4840	0.95907783346431
4928	0.587746694728148	4928	0.959268559686762
5016	0.605421235242666	5016	0.959368776388815
5104	0.622989801839921	5104	0.959401432701679
5192	0.640588834314895	5192	0.959382372102948
5280	0.658059125489314	5280	0.959322750299783
5368	0.675352463545797	5368	0.959231312185832
5456	0.692279695014122	5456	0.959114343611862
5544	0.708877532562813	5544	0.95897678265552
5632	0.725013929307	5632	0.958822875883714
