after NLPN mitigation		with NLPN	
X(None)	Y(None)	X(None)	Y(None)
1936	0.923670552071847	1936	0.928823846516467
2024	0.926786710932289	2024	0.931155210244514
2112	0.929605229819781	2112	0.932546996369112
2200	0.931670238546954	2200	0.933236426599022
2288	0.93308748019266	2288	0.933504219293785
2376	0.933982725556946	2376	0.93331442343907
2464	0.934439049797418	2464	0.933052157863384
2552	0.934542659343455	2552	0.932696794558515
2640	0.934105010257327	2640	0.932278647351992
88	0.0047728979026041	88	0.00409672178041464
176	0.106003787277857	176	0.0957869883641112
264	0.289848073804512	264	0.270957868175063
352	0.447736089402143	352	0.428990952901268
440	0.572826035469778	440	0.558164865053798
528	0.662232416546852	528	0.65215623315109
616	0.72716644127589	616	0.721816105101848
704	0.775343343064612	704	0.773281220115653
792	0.81155833547088	792	0.812251370929453
880	0.839007830885199	880	0.842268599905428
968	0.860423199154503	968	0.865471230507412
1056	0.8770379388182	1056	0.882977429100858
1144	0.890199999950189	1144	0.896835288238513
1232	0.900617087355692	1232	0.9076998464489
1320	0.90937086032227	1320	0.916155974429002
1408	0.91613596745122	1408	0.922541779994177
1496	0.921638324878379	1496	0.92740405133374
1584	0.925721798908074	1584	0.930756424846293
1672	0.929010185584079	1672	0.932804545172062
1760	0.931354851630529	1760	0.93345726305127
1848	0.932923473149432	1848	0.933461803396757
1936	0.933817836969977	1936	0.932990879901993
2024	0.934102699729213	2024	0.932676080096365
2112	0.934024172747188	2112	0.932218133269804
2200	0.933589713142781	2200	0.931989342157788
2288	0.93299345719257	2288	0.931910067289448
2376	0.932359171137993	2376	0.932028635044678
2464	0.931683883081621	2464	0.93209674606781
2552	0.931089317587277	2552	0.932296567069216
2640	0.930558127925149	2640	0.9325356893329611
